username,products,date,helpfulness,recommendation,hours_played,body
"Hirizo","975 products in account","Posted: December 26, 2015","14 of 15 people (93%) found this review helpful
2 people found this review funny","Recommended","55.4 hrs on record","Posted: December 26, 2015
												RPG Maker MV is an a great addition to the RPG Maker Series. I first started using RPG Maker VX Ace approximately two years ago and it was then that I fell in love with the software.

As with RPG Maker VX Ace, MV offers the tools to make an old JRPG styled game with ease. Unlike Ace however, MV is built on JavaScript whilst Ace used Ruby. JavaScript is much more powerful and enables more flexibility in my opinion when it comes to creating/applying plugins. <--- Keep in mind that the scripting part is optional, you do not need any coding to be create an amazing RPG Game. Granted it does help add features to make your games unique.

Pros:
- Great Community: I absolutely love the RM Community, you can find tons of resources, tutorials and scripts to use in your projects. The community is quite active, so if you have any questions feel free to ask them.
- High Res - (48x48): Compared to VXAce, MV now has a resolution scale allowing for a higher level of quality for sprites and mapping. Always a nice addition.
- Tons of customisation options: The character generator has taken a big jump in flexibility since VXAce, allowing for more customisation of faces and sprites. Oh and you can import your own generator parts! The sprite sheets produced also contain more sprites for various situations, side battlers, damage etc.
- Easy to learn: As with all RMs, it's pretty easy to get around once you learn the basic functions.
- New Prebuilt Side Battler Mode: You can now take the side battler approach for your games as opposed to front facing approach (for battle sequences). This could only be achieved by using a custom script before.
- Export to Mac/Android/iOS/PC : A nice feature that enables you to export your commercial/non-commercial projects.

Cons:
I'm slightly biased as I absolutely love this software, but I have come across some minor issues that do create additional work when I'm creating my game.
- Bugs and Glitches: The software is still relatively new (relative to the original date of this review), so there are some minor bugs still present. In my case, I found some issues with the shadow tool. Certain shaded areas would render when the games were executed. These were usually fixed though by erasing and re-tiling the affected areas.

So do I recommend this software? Absolutely!!! Although, if you're new to the series, I suggest you start of with an older varient such as VX Ace which can usually be found for cheap during sales and on bundle sites such as Humble Bundle and Bundle Stars.

I give this software, 10/10."
"[SNP]Rancor","205 products in account","Posted: October 26, 2015","8 of 8 people (100%) found this review helpful","Recommended","41.0 hrs on record","Posted: October 26, 2015
												RPG Maker MV, is easily the very best of them all. There is plenty of negative reviews out there, and truth be told - even after reading a couple of them, I honestly do not know why they posted negatives. 

Anywyas, let's get to my own feelings about the program : 

I absolutely love it, pretty much everything has been improved on and moved into right direction. The changes for many aspects are pretty subtle, but quickly turn out to be a major time / stress savers.
That being said, among many and many pros of MV, absolutely the very best part are user-made plugins. You may ask, why would I give developers credits for user created content, and I'll respond with : It's the same as with the game supporting modding, and the one that does not. Sure you do not review mods when talking about the game, but you surely list modability as a (huge) plus. And in this case, they not only gave means to create plugins, they did all they could to find and contact very reliable and knowledgable people to work on them (eg. Yanfly whom already created 20 very helpful plugins)

The only thing you have to watch out for, before buying RPG maker MV is the fact it does require a bit better PC than the older versions did. The games created in the program are greatly optimised and working a lot better, but the RPG maker itself is visibly bigger strain on your PC. - But well, as long as you meet the requirements, you'll be fine.

I've been only working with MV for as few as 9 hours, but I haven't encoutered ANY bugs nor crashes to happen in this short time. I also have a feeling that I have already progressed further than in 70 hours spent in Vx Ace. 
Where the work didn't quite go like I wanted to before, now it's pretty much a pleasure, because everything is a LOT more user friendly. 

If you have been using older versions of the RPG maker, and are wondering wether to buy MV - Go for it. You will need to do some tinkering to get your old projects to work on the new system, because it uses different coding language, and different resolutions, but it's worth every second spent on converting.

IF you are completely new to RPG maker series... well you should probably see some review about the RPG maker itself before, but as long you feel you are motivated enough to create an actual game, you should definetely buy MV over other versions. And well, if you want to create 2D RPG games, I also claim RPG maker series being the very best, and cheapest of the programs you can use to create such games (at least counting these you can work efficently in)."
"Bu3","89 products in account","Posted: December 23, 2016","12 of 16 people (75%) found this review helpful","Recommended","132.1 hrs on record","Posted: December 23, 2016
												A little disapointed but recommend if you can get it on sale.

The engine seems good but some basic things should have been done better. 

Cons:

*There should have been more monsters included without having to buy DLC. 
A matter of fact this engine is a DLC ♥♥♥♥♥. Seriously look at the amount of DLC there is and how much the total cost of all of it is. Insane!!!!
*Adding the DLC is a tedious process. You have to drag and drop all of the files into each folder manually....for EACH project.
*The tilesets arent bad but should have been expanded more. However the building tiles are improving.
*needs a sortable search feature for plugins.

Pros:

*Got it on sale
*The tilesets that are included are nice
*quick events
*javascripting/plugins
*resolution
*ability to deploy to android or ios (youtube how, it isnt hard)
*quick and easy to use and learn
*Lots of community help from other users"
"KDZen","220 products in account","Posted: October 28, 2015","18 of 27 people (67%) found this review helpful
56 people found this review funny","Recommended","41.0 hrs on record","Posted: October 28, 2015
												I made a game about shutting down Twitch viewbots.
10/10"
"zoc","156 products in account","Posted: February 17","2 of 2 people (100%) found this review helpful","Recommended","99.3 hrs on record","Posted: February 17
												Very powerful and capable of making gorgeous games. I spent so much time just dicking around w/ the features it's ridiculous. It's expensive but worth every penny, strongly recommended piece of software."
"SparklyToast","144 products in account","Posted: November 2, 2015","4 of 4 people (100%) found this review helpful","Recommended","84.8 hrs on record","Posted: November 2, 2015
												Love it! I'm a Mac user, and I have wanted to use the RPG Maker programs for a while, and now I can!"
"HunterTyreth","337 products in account","Posted: December 27, 2016","5 of 5 people (100%) found this review helpful
1 person found this review funny","Recommended","65.0 hrs on record","Posted: December 27, 2016
												What can be said about a title that allows you to be the one to tell your own story through the media of RPG gameplay? I have used previous RPG Maker titles, but MV is my favorite thus far for a few reasons. There are a number of add-ons you can find and some titles with the right amount of work can come out very well. With this title, literally anyone is capable of making a decent game after mastering a few simple concepts. If they can find the commitment to finish...

I would reccomend this title to anyone who wishes to play around with making simple games and advancing their story telling skills but my reccomendation comes with a warning.

This is the first RPG Maker version that is Mac ""compatable."" I use quotes because on different Mac machines including a 2015 Macbook Pro Retina, the title suffers from an irritating crash issue. When editing events and typing dialogues, I cannot tell you how many times the title simply exits. No error message, no option to save work, no way to recover what you have done. To work around this as a Mac user, save frequently, and do not type longer dialogues without stopping multiple times to save. Other than that, this title works almost flawlessly doing what it was designed for."
"IncrediKyle","40 products in account","Posted: March 10","5 of 6 people (83%) found this review helpful
4 people found this review funny","Recommended","181.0 hrs on record","Posted: March 10
												Bought this as a side project, now after the month line I've logged my 130th hour and counting.
When my first game launches I'm sure that it'll just be stratching the surface of the new tool I've stumbled across. Hooked already indefinitly and big plans for a set of games.
Easy to use, in the sense that anything you want to add to your game is dependant on your skill and effort, and most importantly on your ability to learn. I came into this with no coding knowledge and found myself at a disadvantage, until I learned and adapted myself. Anything is possible when you set your mind to it.
9/10
Everything you need except when you get into it nothing you need but everthing minus your work so good."
"HappyDannyLovely","55 products in account","Posted: November 26, 2016","3 of 4 people (75%) found this review helpful
1 person found this review funny","Recommended","102.4 hrs on record","Posted: November 26, 2016
												I rather enjoy it. I got it on sale. I wouldn't quite recommend it at full price, unless you really want this engine that badly. Still, it's a fairly excellent engine. As I'm writing this review, there are a ridiculous amount of free plugins, and some even came with the engine. The plugins are a fun and easy method to customize your game when compared to the scripting methods of previous engines. I actually like the basic tilesets and music, even though I want more and more variety. Luckily, there are plenty of free resources to find on the Internet if you look hard enough. There is also a bunch of DLC on Steam if you're willing to fork over some cash. The Steam Workshop also has a few things. As time goes on, the RPG Maker community will no doubt provide you with more to work with. Now, if you don't know anything about how to use an RPG Maker engine, especially not this MV version, then go to YouTube. There are quite a few fun tutorials to watch. Some are broad and some are very specific. This engine itself runs beautifully with my crappy toaster of a computer. So, there's that. My favorite thing to do with this engine is mapping. Just ... mapping. It pleases my brain."
"Bizzle Dapp ⚔","173 products in account","Posted: October 29, 2015","3 of 3 people (100%) found this review helpful","Recommended","114.7 hrs on record","Posted: October 29, 2015
												Game making made easy! 

RPG Maker VX Ace was a fantastic piece of software. This has then blown the ship out of the water.

One thing i would like to say is i love the enhanced GUI on top of the endless tweaks they've done.

Cant wait to spend hours on hours tearing my hair out trying to port my product to Android and Iphone, it's going to be wild!"
"Nocturnic | ちゃとのジュースを飲む","488 products in account","Posted: 25 October, 2015","101 of 113 people (89%) found this review helpful
8 people found this review funny","Recommended","310.6 hrs on record","Posted: 25 October, 2015
												Disclosure: I spent 700+ hours in RPG Maker VX Ace, and I pre-ordered via the official website.

So, I've been developing a game in VX Ace; and now I decided to move on to MV after pre-ordering it (forgive me), and I gotta say; this is actually a great program. Awesome to see sideview battlers integrated within the game, although I wish enemies had their own sideview animations so it's more like Final Fantasy VI.

Pros:
-Great first program.
-Awesome, more improved generator.
-Pre-order DLC is glorious.
-A higher resolution.
-Move to Javascript, which means no more using an unfamiliar language or having to learn a whole new language. This will certainly welcome in some new developers who are also learning Javascript.
-Plugins. You can still edit them with Notepad/Notepad++ but I find the plugin system nice, as you can now edit things without worrying about editing this one line of code ♥♥♥♥ing up your game or making it do a CTD.
-Same interface RM users are very familiar with, which means RMMV is welcoming for newcomers and veterans alike.
-More things to spice up.
-Great base/DLC soundtrack and graphics. Some songs even give the Hotline Miami/Far Cry 3: Blood Dragon vibe.
-Addition of an options menu, even featuring the ability to turn down music and sound. Yanfly also made plugins for customizing controls, thank god; as WASD > Arrow Keys.

Cons:
-Smaller database than VX Ace. This should be a non-issue if you like building things yourself. (UPDATE: You can download the full database here: https://dl.dropboxusercontent.com/u/17078211/RMMV_data.rar )
-Character generator gradients kinda suck. You can edit the gradients with Paint.NET/PhotoShop/GIMP; which I've done later on. Non-issue if you plan to use custom graphics.
-Lack of native true Linux support. Granted, Android is based off of Linux and Crosswalk exists but still.
-Older computers should stay away for now.
-VX Ace to MV converter is kinda not worth it, I just converted some of my databases over and started from scratch.
-Removal of formula generators when setting damage.
-No exiting to desktop integrated, but http://steamcommunity.com/app/363890/discussions/3/483368526580177984/ - Fixes this issue.
-Some plugins need to be installed to fix some flaws.
-Lack of FLAC and MP3. MP3 is no longer supported but you can convert to OGG easily with Audacity.

Score: 9.0/10. MV is, despite its flaws improved over VX Ace.  I do hope more is added but I'm pretty satisfied with it; and I hope to see it improve as it develops."
"That_guy225","76 products in account","Posted: March 8, 2016","2 of 2 people (100%) found this review helpful","Recommended","35.0 hrs on record","Posted: March 8, 2016
												This creator is great, i have worked with xp, vx, and vx ace in the past and one of the biggest desires was the ability to play on other platforms such as android, IOs, and Mac, now i can! with the implimentation of java it is now simple for me to write code or plugins and the new plugin system takes away the hassle of having to manually throw the code in there. yes it may seem expensive but i think it is worth the money if you are an avid creator or want to become one. because all the possible things you can do with this program more than makes up for the price, it just falls to you for it to happen."
"phantomkirin","28 products in account","Posted: February 22","8 of 9 people (89%) found this review helpful
2 people found this review funny","Recommended","388.4 hrs on record","Posted: February 22
												I personally do like RPG Maker MV. It has a lot of options, a supportive community, and so much more. My only gripe is that it doesn't run on Linux. In fact, the latest RPG Maker that's for Linux via Steam is RPG Maker VX, which is two steps behind this software. Sigh.

Either way, it's good when you can use it."
"HunterTyreth","337 products in account","Posted: December 27, 2016","5 of 5 people (100%) found this review helpful
1 person found this review funny","Recommended","65.0 hrs on record","Posted: December 27, 2016
												What can be said about a title that allows you to be the one to tell your own story through the media of RPG gameplay? I have used previous RPG Maker titles, but MV is my favorite thus far for a few reasons. There are a number of add-ons you can find and some titles with the right amount of work can come out very well. With this title, literally anyone is capable of making a decent game after mastering a few simple concepts. If they can find the commitment to finish...

I would reccomend this title to anyone who wishes to play around with making simple games and advancing their story telling skills but my reccomendation comes with a warning.

This is the first RPG Maker version that is Mac ""compatable."" I use quotes because on different Mac machines including a 2015 Macbook Pro Retina, the title suffers from an irritating crash issue. When editing events and typing dialogues, I cannot tell you how many times the title simply exits. No error message, no option to save work, no way to recover what you have done. To work around this as a Mac user, save frequently, and do not type longer dialogues without stopping multiple times to save. Other than that, this title works almost flawlessly doing what it was designed for."
"Cr4ve","19 products in account","Posted: February 20","4 of 4 people (100%) found this review helpful","Recommended","154.1 hrs on record","Posted: February 20
												Great program that is simple to use. If you ever wanted to try and make a rpg this software is for you."
"HopelessDecoy","174 products in account","Posted: October 26, 2015","12 of 14 people (86%) found this review helpful
3 people found this review funny","Recommended","285.5 hrs on record","Posted: October 26, 2015
												I do like this new version although it does have it's pitfalls. I'll just list some pros and cons and my opinion on changes and also why it is still worth buying.

Pros:
-Very nice interface, cleaner than VXA, more default customizability
-The plugin manager is awesome! (see cons too!)
-Uses javascript!
-The character generator is awesome! generates side battlers and just feels more customizable than VXA.
-Export to mobiles, HTML5, and PC/Mac
-Higher resolution!
-Side battle view is awesome!

Cons:
-I'm not a fan of the chibi like characters
-The plugin manager sometimes doesnt show all the changable variables
(ex: Yanfly Battle engine core forces stars above attacked things, uneditable in the manager)
-Very few Assets unlike in VXA, Item icons wise you get practically nothing
-Some of the enemy pics are rediculously HUGE and very cartoony
-I HATE the plus minus zoom buttons, SLIDER (with mouse scroll controls) PLEASE!!!

To summerize it is still an amazing piece of software and the cons can be worked around just by creating your own assets.

What I want to see:
-official templates for an item sheet/other assets. This would make it easier for everyone to make thier own assets especially since making your own items is a near necessity.
-A Slider for the zoom
-A dark theme! I hate brightness in my software :)"
"Sovereign","145 products in account","Posted: January 3, 2016","3 of 3 people (100%) found this review helpful","Recommended","66.3 hrs on record","Posted: January 3, 2016
												I'm really enjoying my time with MV, and find it the best maker yet. I've come from XP, to VX, to ACE and love all the improvements implemented in MV compared to them; especially now that MV is using Javascript, and includes the option for a sideview battle via a click of a button. Overall, there's so much to do, and the included resources give you enough to make your very own game, which you can then port to Android, iOS or even play it in your web browser via HTML5!

For the price, this really is the best bang for buck in RPG game development and whether you're young or old, it's always good to learn new skills and try a new hobby, this will teach you graphics and creativity, storytelling, javascript, mapping, puzzle building, problem solving and much more.

Give it a go! Happy RPGmaking!"
"One-Punch Idol","56 products in account","Posted: November 24, 2016","7 of 8 people (88%) found this review helpful","Recommended","421.4 hrs on record","Posted: November 24, 2016
												Versatile software made all the better by great people like Yanfly and Akashics providing plugins and enemy art respectively to the public. Even alone, RPGMaker MV has grand potential.

In case you feel like getting some free stuff to add in, though: www.yanfly.moe (plugins) and www.akashics.moe (enemy art) are your best bets. Don't forget the terms of use, though! (Just add /terms-of-use at the end of either link to find them!)"
"「 DangDut 」 MySteaм.ID","2,187 products in account","Posted: October 24, 2015","26 of 44 people (59%) found this review helpful","Recommended","1,612.4 hrs on record","Posted: October 24, 2015
												RPG MAKER MV open new world of possibilities to make the RPG of your dreams!

Also with enthusiastic RPG Maker fans who keep asks and also answers, and some known RPG Maker plugin makers that keep trying to customize even further with their (newly) JavaScript plugins I believe the future of RPG Maker will be more shines than before.

INFO: You should aware that this software doesn’t directly create an .apk file for android. We need third party software’s for it, but this method is widely used and known. Nothing wrong with it."
"Makya_HITW","169 products in account","Posted: June 26, 2016","5 of 8 people (63%) found this review helpful","Recommended","2.9 hrs on record","Posted: June 26, 2016
									Product received for free

												I really like this RPG Maker,not just because of the character making but also you can play your own RPG game on mobile phone.and i ya i seport this game and i wish it could be better map making in the following RPG Makers(^v^)"
"KiddySquid","49 products in account","Posted: May 5, 2016","9 of 12 people (75%) found this review helpful
2 people found this review funny","Recommended","163.1 hrs on record","Posted: May 5, 2016
												RPG Maker MV is a pretty solid game development tool. It's been used to create some games you see on Steam today! Some are good, some are bad. The quality of your game is not limited by this tool.

ProsSuper easy and fun to use
Comes with a character generator. You can even add your own parts to it.
No programming REQUIRED - it's still an option.
Has a ton of assets for you to use right from the start if you want to.ConsDefault music is INSANELY loud. My volume has to be at around 20.
After buying the full version, getting the assets from it into your project isn't very clear
That's all I can think of - final score is an 8.5/10. Pretty good, but has a few problems."
"TheOneSword","94 products in account","Posted: October 24, 2015","97 of 157 people (62%) found this review helpful
6 people found this review funny","Not Recommended","0.4 hrs on record","Posted: October 24, 2015
												Stick with VXAce.Trust me. It's really not worth it. Sure, the face generator, side-view system, and resolution are better, but it doesn't make up for the fact that it doesn't do as advertised. There is no easy way of porting to Android/iOS. The HTML5 didn't work for me. And honestly, I think that VXAce looks better than MV. If they fix these problems in the future, I'll buy it again. But for now, I think it's time to try out Steam's refund service"
"✘","53 products in account","Posted: September 25, 2016","23 of 25 people (92%) found this review helpful
2 people found this review funny","Recommended","15.5 hrs on record","Posted: September 25, 2016
												Well, I can tell there was ALOT of love put into RPG Maker MV. It's like RPG Maker ACE, but of course, have it's present differences:
1. Javescript instead of RGSS
2. Removed Midi support.
3. A completely new Character generator.
4. Plugins
5. MV lets you change the resolution of your game.

Speaking of the character generator, it's a COMPLETE upgrade from VX Ace. The faces look much better, and the sprites aren't that bad either. Paticularlly, the faces got a real face-lift.

So, with the exception of it's steep price tag, it's just like VX Ace, with some very well placed changes. If you have the money to afford it, it's defintely worth the price."
"TheUzuki","138 products in account","Posted: October 24, 2015","56 of 84 people (67%) found this review helpful
6 people found this review funny","Recommended","1,013.4 hrs on record","Posted: October 24, 2015
												Although on the surface MV might look ""the same"", but underneath the hood it's a completely different beast. MV outshines everything Ace has and out does it on several levels. Thanks to Javascript and a open UI, programming is MUCH more flexible and will allow more possibilities with the engine then what Ruby could provide. Plus just basic changes with the default engine itself: Better Default Resolution (By default 1K, but with Yanfly's Core Plugins it can be set to 2K and higher), An more organized database to easily go through the tabs and change what you need, and the best part for last, An In-Game editor. As someone who pays close attention to detail when ever I had to playtest a game and saw something that needed changing, you had to close the game, bring back up the editor, change it, and go back to the area to see the fix. This was specially annoying when it was during a long cutscene. And when it was multiple
problems it's hard to remember what needs fixing or tweaking when going back to the editor, so you could be stuck going back and forth for hours trying to fix the problem. But thanks to the In-Game editor I can easily fix something while the game still runs without having to go back and forth. This cuts down on development time signifcantly. I highly recommand this for anyone new to the RM scene, returning veterns, or upgraders of older RM engines looking for more possibilities."
"Allsword","62 products in account","Posted: November 10, 2015","5 of 6 people (83%) found this review helpful
4 people found this review funny","Recommended","129.4 hrs on record","Posted: November 10, 2015
												I have never made a game before, and now, I have a new life goal."
"Deoxir","95 products in account","Posted: December 9, 2016","12 of 18 people (67%) found this review helpful
21 people found this review funny","Recommended","57.7 hrs on record","Posted: December 9, 2016
												Come and make a game which you will never finish because you are too busy playing games!"
"BalisticBane","33 products in account","Posted: June 9, 2016","4 of 6 people (67%) found this review helpful","Recommended","43.7 hrs on record","Posted: June 9, 2016
												Easy to spend hours playing. Not worth the 70.00 though, I'd wait till it goes on sale."
"ImagineGaming","39 products in account","Posted: January 4","6 of 6 people (100%) found this review helpful","Recommended","208.8 hrs on record","Posted: January 4
												Pros:

-Easy to use;

-I have never seen any bugs;

-Vast library of plugins and the community is very kind and helpful;

-You can customize your game making completely!

Cons:

-Very expensive, so I recommend getting it on a Steam Sale;



I rate it 8.5/10!

Sorry for any grammar errors, im not a native english speaker ;)"
"Davion","186 products in account","Posted: October 26, 2015","3 of 3 people (100%) found this review helpful","Recommended","68.7 hrs on record","Posted: October 26, 2015
												I want to write an actual constructive review , but some people have already exposed the good and bad points in the review section . So , to make short :

Cons : 
_No RTP anymore , every new project will take the whole 400Mb to make , even for a little test thing
_Including outside content now requires to be done manually , while it could be done with a simple button inside the program in previous versions
_Same goes for script editing , the tool isn't here and you have to includes external scripts
_[NOTICED AND BEING FIXED BY DEVS] Changing the variable of status alterations makes the program crash . Devs are aware and fixing it .
(_I've also heard that converting games for android and all wasn't as easy as it was sadi

Now for the pros :
_Graphically fine , new Science-Fiction tilesets , graph and all are also a nice new elements , allowing to make decent utopian worlds 
_a GOOD character/face editor , with decent features unlike the horrible things that were predominant in VX Ace's one , also allowing you to put several characters in a simple sheet and to save samples
_Included 2d combat system (you could do that with scripts in VX for exemple , but I remember it used to crash sometimes , in here it's stable)
_Keeps all the usual features from other RPG makers , minus the ones described in the cons .
_Bigger default resolution for games , more detailed default sprites !
_That's a personal thinking , but the default musics included are better than before . (VX ones were good but VX Ace's were honestly ... idk , not as good ?)



It all depends what you're looking for . Saying it is easier than ever to make games sounds a bit like a lie considering how some of the options were removed , but all in all you still can do them by yourself , the base ressources are good , the char generator is very good and the side battle brings a refreshing change . Personally , I'm satisfied with my order !"
"KiddySquid","49 products in account","Posted: May 5, 2016","9 of 12 people (75%) found this review helpful
2 people found this review funny","Recommended","163.1 hrs on record","Posted: May 5, 2016
												RPG Maker MV is a pretty solid game development tool. It's been used to create some games you see on Steam today! Some are good, some are bad. The quality of your game is not limited by this tool.

ProsSuper easy and fun to use
Comes with a character generator. You can even add your own parts to it.
No programming REQUIRED - it's still an option.
Has a ton of assets for you to use right from the start if you want to.ConsDefault music is INSANELY loud. My volume has to be at around 20.
After buying the full version, getting the assets from it into your project isn't very clear
That's all I can think of - final score is an 8.5/10. Pretty good, but has a few problems."
"nintendofan841","57 products in account","Posted: October 27, 2015","12 of 16 people (75%) found this review helpful","Recommended","205.6 hrs on record","Posted: October 27, 2015
												RPG Maker MV is the best RPG maker yet you really should get it.
PROS!
*Many deafault rescources to make your game.
*An awesome character maker.
*Support fo rmultiple platforms.
CONS >:(
*It could crash it did for me once.
*Sometimes i do wish there were more rescources.
*No rescource tab like there wasin vx ace
*Sad for me especially no quick damage calculator feature.
*The character generator is good but there is not too many different parts to use especially for beast ears and tail.

And thats all i can think of don't think of the negatives though the positives make it very worth the money :D"
"Skip Sandwich","160 products in account","Posted: November 8, 2015","14 of 16 people (88%) found this review helpful
1 person found this review funny","Recommended","518.8 hrs on record","Posted: November 8, 2015
												First, I'm just excited this has finally come to Mac.  It's great to have as somebody that hasn't played around with other RPG Makers, besides the ones on PSX and PS2.  So I can't speak to what's improved or worsened from VX, etc.:  I'm just excited I have something rather than nothing, so I give it a 10/10 on that front alone, in addition to being able to port to Android and iOS.

Second, I really enjoy this software.  The base assets are great for someone who doesn't want to map, draw, or make their own sounds/music.  Sideview is very cool.  The whole thing looks great, sounds great, plays great.  I really have no idea where the lag complaints are coming from:  I have no lag or loading times between things, but maybe that's because I'm not intentionally trying to create 99999x99999 tile boards like some people are trying.

Things are generally easy to ""code"" and put together in that it is very WYSIWYG (what you see is what you get.)  I use this software at my afterschool program to teach STEM concepts so I can say that even Middle Schoolers can get a grasp of things fairly soon if you give them some direction.  Plugins seem to really give you the ability to unlock the full potential of everything, but I am no expert and have only tried to the ""plug this in to change this"" simple plugins.  I have not created anything complex.

TL;DR:  Buy this if you're on a Mac.  Buy this if you want to create something that looks very high-end with not much effort.  Buy this is you're teaching coding to kids."
"jacklancet","14 products in account","Posted: December 1, 2015","2 of 2 people (100%) found this review helpful","Recommended","204.5 hrs on record","Posted: December 1, 2015
												I love this software...now to complete a game...which has taken me years...10 years..."
"Warheidt","14 products in account","Posted: May 23, 2016","4 of 5 people (80%) found this review helpful
1 person found this review funny","Recommended","9.8 hrs on record","Posted: May 23, 2016
												Things I liked:

Character Generator, along with a Side-View Generator
Music is decent
Scripting Galore
Plenty of Tutorials
Liked the addition of a dark/gray HUD
Basically everything is upgraded from previous RPG Makers

Things I didn't like:
There isn't a side-view battler for every character they give. So no Fairy party members (if side-view battling).
The DLC leaves a LOT to be desired. As in, you can totally just buy the software and not lose much, if anything.


Don't take TOO much stock in my review, since all I did so far was make a Prologue to my game. Which still isn't finished. Should I find anything else interesting, I might just change my review. However, chances are pretty high that I'll forget I made a review in the first place.

Overall: If you have the money, and like making games, I definitely recommend this software."
"ThothDeck","5 products in account","Posted: October 9, 2016","9 of 10 people (90%) found this review helpful
1 person found this review funny","Recommended","164.9 hrs on record","Posted: October 9, 2016
												Missing some essential features. Most annoing is the inability to reorder your game scenes, so if you decided one secene should come befoe another or, if you need to add a scene in-between two scenes, you're out of luck. Using tilesets is confusing, and you can't really mix two tilesets in the same scene. The features are there, but you're expected to use the forums and follow tutorials if you want to find anything as nothing is clearly labled. 

I would not recommend this for newcommers unless you really have the time and drive to put in the effort to learn this program. The cost is high so if you're looking for a program to just mess around in, this probably isn't it unless you have a bigge prroject in mind. 

I WILL say that I have made more progess on an idea than with any other ""free"" game making app and I am happy it is avaiable for mac. If you can handle the steep learning curve and you have an aversion to hard coding, this could be for you but I would urge the developers to add some more friendly features."
"pacati","87 products in account","Posted: May 28, 2016","8 of 10 people (80%) found this review helpful","Recommended","1,475.1 hrs on record","Posted: May 28, 2016
												I would not recommend this or any ""cookie-cutter"" game maker software to someone who wants to produce a finished commercial product.  When it comes to RPGs these days, you need more than a tremendous story/characters/dialogue or else your product will never get noticed.  When you use ""cookie-cutter"" game makers, that story aspect is the only originality you can provide.

But within certain contexts, RPG Maker MV is simply amazing.  I want to spend a year designing maps, story, characters and dialogue for my RPG.  Most of the original aspects to my proposed product revolve around audio and combat, which aren't possible with RPG Maker MV.  Hard to tell if your proposed story/character mechanics will work until you play them, and it's hard to motivate to spend a year coding software (for me, AGK2) so I can BEGIN playtesting the story.

No chicken n' egg problem if you have something like RPG Maker MV.  You can develop both simultaneously, because it's so simple to work with RPG Maker MV.  

So if you're approaching RPG making like I am, I can't recommend this enough.  I'm only a half hour in and I've already got most of the basics down (to emphasize, I have a coding background which aids with immediately understanding certain structures that RPG Maker MV is essentially a shell for, even though it's not involving direct coding at all).  If you're looking for something that will be the final product, and sell it for money, I'd have to roll my eyes, yes, yes."
"markhansaven","21 products in account","Posted: January 14, 2016","3 of 3 people (100%) found this review helpful","Recommended","2,829.4 hrs on record","Posted: January 14, 2016
												If you are aspiring to learn or know javascript and want to make a visual novel, rpg, or tile-based game, you will not be able to put this down. 

As a developer trying to make commercial, sellable products, I stayed away from RPG Maker...but now I can tell you that they have fixed virtually every gripe that I had with RPG Maker VX Ace.

+ HD movie support, finally, so I can design 2d or 3d animated cutscenes.
+ Remap keys, so you can remap it to WASD to move. 
+ Use with Netbeans
+ Many many user scripts
+ Export to just about anything if you know what you're doing.
+ Instant test with your web browser, or it's internal player and F5.
+ html5/javascript is a very common language, and will help people move to Unity as well afterwards.
+ It's easier to debug, using web developer tools with F8.

The only gripe I have is that you can't disable Alt+F4 on desktop computers, so you will have to either make an auto-save script."
