username,products,date,helpfulness,recommendation,hours_played,body
"Kail","197 products in account","Posted: August 17, 2016","3 of 5 people (60%) found this review helpful
1 person found this review funny","Recommended","11.4 hrs on record","Posted: August 17, 2016
												Love the randomness of the open world? Love Zombies? Love taking chances and possibly dying early to backstabbing allies? Well look no further in this awesome game that runs far superior to No Man's Sky!

10/10 would punch zombehs again!"
"DeadlyNinja","51 products in account","Posted: August 2, 2016","3 of 3 people (100%) found this review helpful
1 person found this review funny","Recommended","69.0 hrs on record","Posted: August 2, 2016
												40 hours in and less than a week.  Good waste of time for the week vacation but has anyone actually made it to canada!?!?! I come close so many times the small horde on the way to the boarder is impossible.  This is literally super nintendo hard, better story than mario and never ending replay.  I'm starting to think Canada doesn't really exist...  

2 blood stained hatchets up!"
"zachthewhack","77 products in account","Posted: February 10","4 of 5 people (80%) found this review helpful
1 person found this review funny","Recommended","14.8 hrs on record","Posted: February 10
												Death Road to Canada is an amazing game where you attempt to take a car full of jerks to the Canadian border so they can live out their blissful existence free from the American zombies. Along the way, you'll find talking dogs, kawaii Anime girls, and a buttload of other crazy characters that make the game ridiculously entertaining. There is a lot of replay value and though I haven't tried co-op yet, that seems quite entertaining as well. I'd like to include an anecdote, but instead I'll just list a few things that have happened to me in this game in the few hours I've played it:

[SOME SPOILERS]
-Had a character possesed by a Demon
-Met an Alien who helped us blast through undead
-Had a character die because they attempted to pull out a loose tooth
-Had a moose chuckle at my characters, then kill them
-Told too many people to ""cool it""
-Opened way too many toilets, expecting too much each time
-Had my dreams of reaching Canada destroyed before my eyes 

I've yet to reach Canada (my most recent playthrough was my closest, with my Demon-Possesed Debutante reaching the final mission before becoming zombie chow) so it is challenging but after a brief break, I always return to the game, telling myself that I will make it ""this time.""

EDIT: After 14 hours, I finally made it to Canada with my custom character (Hank) and a whole lotta luck.

8/10 Recommended."
"SpiralSigil","148 products in account","Posted: December 31, 2016","1 person found this review helpful","Recommended","12.6 hrs on record","Posted: December 31, 2016
												Everything was going swell until Richar-chan went full anime.

NEVER GO FULL ANIME.

10/10 would waifu again."
"FalloutKitty","31 products in account","Posted: October 7, 2016","1 of 3 people (33%) found this review helpful
5 people found this review funny","Recommended","19.6 hrs on record","Posted: October 7, 2016
												I made my best friend and myself. We were killin it. We found two dogs, a poodle we didn't trust named Peyton, and a Husky we loved named Veer. We walked into a fancy house and we both died. Veer took over. He drove Peyton around barking at wildlife and drooling. They found my boyfriend on the side of the road playing video games and picked him up. He died right away. Veer dies as well trying to save him. He was a good dog. Peyton is the only one left. I still didn't trust him. He finds OctoDad on the side of the road, he finally gets in the car. They go to a junkyard for gas and Octodad dies. Then Peyton dies on the way out. Doesn't surprise me everyone dies and Peyton was left. 10/10 for suspcious dogs."
"Tammilisäke","174 products in account","Posted: August 6, 2016","2 of 4 people (50%) found this review helpful
2 people found this review funny","Recommended","3.1 hrs on record","Posted: August 6, 2016
												Let me tell you a story about a guy and a random dog he found in a ditch.

Girlymaaaaaaaaaan (Named after an akward time back in college when he looked like the Bootleg Michael Jackson) was driving to canada in his ♥♥♥♥♥♥ hybrid car with 2 expendable ♥♥♥♥♥ in the trunk, then 1 day when they we´re driving like usual, a feral ♥♥♥♥ing mut replaces one of the expendable dudes.
After that the dog (now named Smith) does jackshit and lets his new comrades die. Then 1 fatal day when he let´s the last Humie (GIRLYMAAAAAAAAAAAN) die, he steals the ♥♥♥♥♥♥ hybrid car and starts driving, shooting, trading, farting in the car and wandering who the hell did it even tough he´s the only being in the car.
Then one day smith desides to have a little humanity and help some dudes in a shootout and ends up being shot and killed.
R.I.P Smith the dog, a true deathroad survivor. PS. 10/10 whould leave Bootleg Michael Jackson die in a cottage again."
"The Amazing Potatomania!","50 products in account","Posted: September 4, 2016","9 of 11 people (82%) found this review helpful","Recommended","42.2 hrs on record","Posted: September 4, 2016
												I still haven't beaten it once, but man is it fun!"
"Scariest Fish","239 products in account","Posted: August 19, 2016","1 person found this review helpful","Recommended","10.7 hrs on record","Posted: August 19, 2016
												Looking for a delightfully humorous oregon trail inspired permadeath game? Do you want to feel like you are at the mercy of a crazy, crazy, crazy world? Then look no further. This is the game."
"Mushroom3D","122 products in account","Posted: September 25, 2016","2 of 3 people (67%) found this review helpful
3 people found this review funny","Recommended","71.3 hrs on record","Posted: September 25, 2016
												 On the Death Road, Casey the Surgeon and Spelunky Guy the Explorer were traveling in their car they had obtained after helping an alien fight a siege of zombies.

Along with their Bodybuilder friend, they travel along almost reaching New York. Until they are stopped after they learn the D*A*N*G*E*R   R*A*N*G*E*R*S, and the unfortunate situation they had gotten themselves into to.

After saving them and being blessed by Blue's pep talk, Green's swole tips, Orange's fitness training, and Pink healing wisdom; they found Vinny from Vinesauce, along with a gnome they found on the side of the road.

In a unfortunate siege, Bodybuilder, Vinny, and Gnome all bit the dust.

Without Spelunky Guy, which they booted out earlier, Casey traveled along the edge of New York almost to the border of Canada...

With chainsaw, pistol, and hatchet in hand; she prepared for the next 4 hour siege that would decide her fate...

Until she got stung and killed by a bee which flew into the car, after telling the bee, her final last words...










COOL IT!!!"
"{3K} junying","37 products in account","Posted: September 5, 2016","1 person found this review helpful","Recommended","55.7 hrs on record","Posted: September 5, 2016
												Endless random-generated fun, but still challenging. The humour in the game is really fantastic"
"mechanik7 ||NADES||","61 products in account","Posted: October 16, 2016","11 of 14 people (79%) found this review helpful
1 person found this review funny","Recommended","26.0 hrs on record","Posted: October 16, 2016
												This game is hilarious, frantic, and full of carnage.  I love it!"
"Uncle Hang","240 products in account","Posted: July 22, 2016","37 of 63 people (59%) found this review helpful
72 people found this review funny","Recommended","9.1 hrs on record","Posted: July 22, 2016
												The zombies didn't really bother me very much at all - but during the first night fellow human beings shanked me.  Accurate simulation of near-Canadian experience!  10/10 would be shanked near Canada again."
"zzbluedreamerszz","19 products in account","Posted: January 19","1 person found this review helpful","Recommended","31.6 hrs on record","Posted: January 19
												 it would be pretty cool if you can play with other people online besides that its really fun"
"✧Skeptic✧ (Your Local ADC)","30 products in account","Posted: January 21","2 of 3 people (67%) found this review helpful","Recommended","26.4 hrs on record","Posted: January 21
												Stalin told a group of survivors to cool down... got kicked out for being rude


10/10 would cool down again"
"AN7AG0NIS7","113 products in account","Posted: November 9, 2016","3 of 5 people (60%) found this review helpful
3 people found this review funny","Recommended","10.4 hrs on record","Posted: November 9, 2016
												I guess it's a game about American refugees fleeing to Canada after a major disaster."
"RabidUrko","416 products in account","Posted: July 22, 2016","4 of 8 people (50%) found this review helpful
1 person found this review funny","Recommended","9.8 hrs on record","Posted: July 22, 2016
												Awesome zombie roadtrip/survival RPG game.
Great artwork, music and sound effects.

The game really has style and a unique flavour of its own.

Much of the trailer video is later on in the game and it starts off mellow and cranks up, which i was glad about.
I thought you were thrown in straight away with 500 odd zombie on you lol.

Random generated worlds each playthrough makes for unlimited replayability."
"Milkwaffles","62 products in account","Posted: January 21","11 of 15 people (73%) found this review helpful
1 person found this review funny","Recommended","8.8 hrs on record","Posted: January 21
												I should probably mention that I've only played 8.7 hours and I've only ever played Familiar Characters Mode, so I haven't fully explored the game yet, but from what I've played, I can say it's one of my most favorite games of 2016. The gameplay is extremely fun and never seemed to grow boring, the soundtrack is absolutely fantastic, and the graphics are brilliant. And even though I haven't played it as much recently, I still have the soundtrack stuck in my head. If you've played games like Oregon Trail or Super Amazing Wagon Adventure and enjoyed them, you will enjoy this. I recommend this game fully, I fail to see how anybody could hate this game after playing it. There are so many different modes which just adds more playability. I feel like there could be more customization, but for what they have right now is great. Overall a great game and definitely in my top 5 games for 2016, highly recommend for anybody."
"D U C C","95 products in account","Posted: July 26, 2016","0 of 1 people (0%) found this review helpful
2 people found this review funny","Recommended","5.2 hrs on record","Posted: July 26, 2016
												Entire team died whilst attempting to hit zombies with golf balls

10/10 best game"
"hellakink","173 products in account","Posted: August 13, 2016","173 of 288 people (60%) found this review helpful
204 people found this review funny","Recommended","7.2 hrs on record","Posted: August 13, 2016
												better than no mans sky"
"Animoo Cucklord","25 products in account","Posted: January 6","1 person found this review helpful","Recommended","22.0 hrs on record","Posted: January 6
												This game is a top notch throwback to the Oregon Trail series of games, with alot of replayability, enjoyable gameplay, and a dedicated dev team supporting it, makes it as great as it is. 10/10 in my books"
"HooDesign","704 products in account","Posted: August 19, 2016","2 of 3 people (67%) found this review helpful","Recommended","11.3 hrs on record","Posted: August 19, 2016
												Made characters based on Kill la Kill.

A demon appeared in the car and I fed it some chips.

Ryuko turned red and got the devil's fork.

Ryuko lost her way.

Then found a bunch of katanas, anime, and tsundere otakus in an anime store.

10/10, anime is saved."
"Telvis","214 products in account","Posted: August 17, 2016","4 of 7 people (57%) found this review helpful
13 people found this review funny","Recommended","9.2 hrs on record","Posted: August 17, 2016
												Just finished my best run yet:

Start off with me and a gentle giant karate master named Greg
Greg and I go a few days with no mishaps and collect lots of supplies
We find some Mary Poppins knockoff on the side of the road
Let Mary Poppins join us on our journey to Canada
We journey onwards until we encounter a siege in the sewers
Mary Poppins' umbrella weapon isn't putting a dent in the zombies and it looks like all is lost
Suddenly Greg unleashes his kung fu fury and kills multiple zombies with one punch
We barely make it out of the sewers and we continue on our way
Soon after we take a dog named Karin into our group
A few days go by with nothing too unusual happening
We then find a custom character based on my friend that I made earlier
Mary Poppins gets the boot and my friend joins the group
Our team of four carves a path of carnage on the remainder of the trip to Canada
We have tons of supplies, tons of gas, and tons of food
Nothing could go wrong
The second last siege happens
We make it out with no casualties
Then comes the last siege
It's four minutes long in an average sized city
Too many zombies
We run in and out of buildings looking for supplies
I find some grenades
I pick them up as my character but switch to Greg afterwards to switch out a weapon
Badchoice.png
Zombies pile into the building
We could have handled them easily and escaped the building
But my character decides to throw two of the three grenades at the horde
We're in a very small building
I switch back to my character and sprint out of the building
Karin runs out of the building with me
Greg and my friend weren't so lucky
It's just me and Karin left with three more minutes until we can enter Canada
Karin and I survive for quite a while until she gets overwhelmed and dies
Guess it's up to me now
Run around the city with my shotgun and pitchfork trying to train the zombies
Only thirty seconds left
I'm overwhelmed but run to the edge knowing I can leave soon
Start shotgunning the incoming horde
Run out of bullets
Stuck trying to pitchfork the surrounding horde
Only five seconds left before I can leave
I die








10/10 would get my hopes up and then have them shattered at the last minute again"
"♥Relaxed Pizza♥","41 products in account","Posted: December 31, 2016","1 person found this review helpful","Recommended","33.6 hrs on record","Posted: December 31, 2016
												Let's be honest, zombie games are overdone. The genre is congested with stale, uninspired, boring and pointlessly challenging games that make this over saturated part of the market even more and more irrelevant.  But this game, with its goofy atmosphere, upbeat music  and charming art style, is breathing new life into this undead genre.
Death Road to Canada is an easy game to pick up, an easy one to learn, but even harder to put down. The rogue-like adventure/survival aspects make every play through of this game different and interesting. And with the custom character feature, you are given the power to generate so many more possibilities as you experiment to see who works well with whom.
Part of the reason this game is so easy to fall in love with is the culmination of its dorky sense of humor and catchy OST. For some unforeseeable reason, the chiptune music pairs perfectly with a game about blood, guts and survival. And the possibly fatal decisions you are making on the road turn from frustrating to hilarious due to the comical writing. Never before has a fart been the catalyst that led to my character's downfall, and for that reason alone this game deserves an award. 
I have but two complaints. First is that the RNG can sometimes ruin you. Often you are left with decisions while driving; do you surrender food or fight the bandits? Abandon the car or attempt to fix it? etc, etc. But at times you come to a decision where the solution involves shooting or other skills, and by some cruel twist of fate the character making this decision is the least proficient marksman. And you can't change that. This has never ruined the experience for me, mind you. With these decisions, the game is often fair. All of my failures are my own, not the game's. Save one instance, this is also my second complaint. For some reason, when the AI characters encounter a weapon they already have they get stuck in a perpetual loop of weapon switching. This doesn't happen too often, but when traveling the mall I had two characters of mine get stuck in this loop with umbrellas which resulted in their deaths. This led to a slippery slope which ended in a game over. So beware of that.
Ultimately this game is more than worth your time and money. It's fair yet challenging. It's more fun than frustrating. And it's highly addictive. Give it a chance, especially if you love other rogue games like Binding of Isaac and things of that ilk. I'd also like to recommend checking out more of Rocketcat's games. I enjoy playing their mobile games, and I look forward to see what these devs will do in the future.
TL;DR
Good game. Happy chiptune music. Dog's use crowbars. Farts can be fatal. This game is rife with references to different shows/games/etc. Cat video magazines are a thing in this game and I'm sad that they aren't real."
"royalGambler","317 products in account","Posted: November 29, 2016","2 of 3 people (67%) found this review helpful
1 person found this review funny","Recommended","4.6 hrs on record","Posted: November 29, 2016
												Endless replayability, ridiculous stories to share with friends, use the character creator to go with your friends, and fight and kill and be killed by zambonies. Its just a fun time"
"Sanchez, Rick","197 products in account","Posted: July 22, 2016","7 of 15 people (47%) found this review helpful
2 people found this review funny","Recommended","0.8 hrs on record","Posted: July 22, 2016
												Waiting for this game since 2013, Now I am complete. xD"
"Guanglai Kangyi","32 products in account","Posted: November 3, 2016","1 of 3 people (33%) found this review helpful","Recommended","14.0 hrs on record","Posted: November 3, 2016
												Every time the car breaks down ♥♥♥♥ goes to hell



get dis game"
"BusinessCat","166 products in account","Posted: August 29, 2016","8 of 8 people (100%) found this review helpful
14 people found this review funny","Recommended","90.6 hrs on record","Posted: August 29, 2016
												Was going to Canada with my roommate and some random girl.

Then we saw a hitchhiker in a hockey mask. Decided to give him a lift to Canada too.

Overnight the random girl disappeared. It was funny. Guy in the hockey mask shows us his machette and chainsaw and it's realy funny. She must have just run off.

Then my roommate disappered the next night without leaving a note... it grieved and it wasn't funny. Hockey mask doesn't say anything.

Shortly after, existance as i know it ceases to be, and the guy in the hockey mask continues our journey for us.

10/10"
"Baker","37 products in account","Posted: July 24, 2016","2 of 5 people (40%) found this review helpful","Recommended","63.7 hrs on record","Posted: July 24, 2016
									Product received for free

												This game is very enjoyable for those who like to play hack and slash and like to make choices that can be very severe to your team's survival. Some of the deaths during these ""car events"" can be very silly but yet really stupid. The AI in this game is very well tbh imo. Descision making is sometimes hard and having to select the right choice (because yolo) for a situation is very satisfying. I can tell you that Rocketcat Games developers are very active and supportive and will always try to update the game! I bought two of their games on my iphone and they really good! This game is also coming to ios so if you want to having a bigger discount on this game, wait around one month to buy this game on your phone. I think its around 7 dollars. or u can just wait for the steam sale for this game if u want ^.^

i highly recommend this game if you are in to the Telltales, ""walking dead"" kind of games and if you like the ""castle crashers"" hack and slash kind of gameplay!

also every character you play with or make in the game has different traits and personalities and every new game has a random generated events and maps, so that makes the replay value increase!"
"Jorge","410 products in account","Posted: November 2, 2016","2 of 4 people (50%) found this review helpful","Recommended","0.7 hrs on record","Posted: November 2, 2016
												It's nice and humourous, but not worth the price. Wait until there's a sale. The game's too thin content wise for its regular price."
"MadDogHöek","344 products in account","Posted: July 24, 2016","1 person found this review helpful
2 people found this review funny","Recommended","7.5 hrs on record","Posted: July 24, 2016
												Skill has little or nothing to do with completing this game.  Don't get me wrong, you use skill to play the game.  It's quite fun.  But you can get right up to the end, and on the hour of your triumph the game will simply say ""GAME OVER"" in the most abrupt and unpleasant of manners without even a random chance of your success.  You can be at the top of the stats game, tons of supplies, 1 day from the end, and a dialog appears with a single button ""OK"" and says ""Someone forgot to turn the car engine off when the team went to sleep and the entire team has died from carbon monoxide poisoning.""  Is that even legal?  I've left this game feeling like I've been abused.  Like my rights have been violated on some fundamental level.

Still, I would buy it again.  Is this what Stockholm syndrome feel like?"
"Wistening.zip","106 products in account","Posted: October 22, 2016","2 of 5 people (40%) found this review helpful
8 people found this review funny","Recommended","17.4 hrs on record","Posted: October 22, 2016
												Day 1:
This is my post-apocalypse journal, ain't that funny? There's zombies everywhere! Me and my buddy, uglyboi have decided to go to Canada, the land of no zombies!

Day: 3:
I found a shotgun, but no ammo, but luckily we found a dog, sweet!

Day 5:
They're coming, they're outside..If you're reading this, my stash is at OH SH- SPARKY RUN!

Day 6:
Woof woof bark woof

Day 6 1/2;
Woof bark drive bark bark shoot zombie drive bark.

Day 7:
Woof bark canada yay bark woof

Day 8:
woof"
"The Wanderer","189 products in account","Posted: July 22, 2016","1 of 3 people (33%) found this review helpful
2 people found this review funny","Recommended","9.9 hrs on record","Posted: July 22, 2016
												I don't normally review games, sorry if this is a little rough around the edges, for a short written review. 


TL;DR: ""You like Rouge-like games? You like funny things? Buy this, yo.""

I've already spent several hours in the game, and am still far from getting bored with the game, there's so much to love.

The Story:

Very Straightforward, your goal is to get from Canada, from the US (I want to say you start in Florida). However, like many things in life, the story's more about the journey, than the destination. You'll be creating your own story along the way, from choosing how to handle a roadside robbery, to kick certain members out of the group when they complain about the ride too much, to wether or not to give that seemingly pretty friendly dog a knife. 

Gameplay:

The gameplay is fairly straightforward in Death Road. The game is perma-death, meaning once you lose a character, until you start another run they're gone for good.

There are a set of skills in the game that are rolled mostly randomly for all characters, from being able to repair your car to how you handle certain weapons. These stats come into play in a variety of different way throughout the game. 

 Your character(s) have two three major types of weapons they can use. 
1) Melee weapons. Almost all melee weapons will make you tired after repeated use, which takes a few moments before you can really start swinging at the undead spooks again. Most Melee weapons will also break after a certain period of time.
2) Guns. Totally rad. Guns are awesome in every way. Except they take from a preeeeeeeeetty limited supply of bullets. Some runs you're going to have next to no bullets, sometimes you'll have...no bullets. Later on you'll be gathering enough to reliably use them, but conserve ammo wisely.
3) Throwables, from grenades to Molotovs, these help clear a massive wave of zombies. They can also hurt your friends. Found that out the hard way. 

You're charged with fighting horde after horde of the Zombie menace, scavenging for much needed food, fuel, weapons, and ammo. Each character can only take 3 bites from a zombie before they turn into some new lunch meat, so zombies can fairly consistantly pose a large threat in big enough numbers. Getting swarmed and surrounded from all sides will mean almost certain death,

Music:

Aaaahhhhhhh the music is great in this game. It's an awesome contrast from the pretty bleak situation your characters find themselves in, and its actually really enjoyable to listen to while managing your inventory, and making important choices like who should get the first bite of that candy bar. 

Extra Things Worth Mentioning:

Two major things stand out to me that I think are worth bringing up, the Humor and the Character Creator.

The Humor in Death Road is phenominal. Several moments in the game had me actually laughing out loud, atracting the unwanted attention of curious family members. One of my favorite examples of this is:

One of the events your party can experence is stopping by a campsite, and telling ghost stories to one another. However, in one of my runs, only a single character remained, but I saw the ""Tell ghost stories"" option was still there. Assuming it would act like I had more than one party memeber, I clicked it, and was pleasantly supprised by the special dialouge, where half-way through my character discovered he was telling his story to ghosts the entire time. 

The Charactor Creator is also a huge pro in my book. You can create and save up to (roughly) 16 charactes. You can customize several things about these characters, from their looks, to their outlook on life. You can choose to take One or Two of these characters with you at the begining of the game, or instead chose to randomize your starting cast. You will rarely run into your characters you created when you encounter random people throughout the course of the game, making it a very special treat to run into that weird 12th grade teacher you chose to spend 15 minutes creating in a video game. 


All in all I really, really loved the game, and highly suggest it to anyone interested in rougelikes, zombies, or even just fun in general. The game oozes quality, from the random times you'll find yourself bartering with dogs with guns to when you choose to end an argument by driving a car into a tree."
"Infectious Frostbite","30 products in account","Posted: January 8","1 person found this review helpful","Recommended","7.0 hrs on record","Posted: January 8
												After having watched Vinny Vinesauce play this, I decided to give it a try. RNGesus can either be your best friend or an absolute ♥♥♥♥♥ in this game. You can customize the characters you want to play, as well as give them certain stats/perks. But trust me, no matter how good you make out your character to be, RNG can take him/her down easily. It's no wonder that many people struggle to get a certain character to Canada, since it's 15 in-game days long and a lot of RNG-based events can take place during that time.

I, for one, was on the last day with my own customized character, but was also in a really ♥♥♥♥♥♥ situation. With low health, not much ammo, weak melee weapons and not-so-good stats, I just couldn't make it. SO close, but yet so far.

This is also a good game to stream in the future when I actually can stream. But either way, this game's awesome and I highly recommend it."
"Tsar Andrei","78 products in account","Posted: November 19, 2016","10 of 13 people (77%) found this review helpful
26 people found this review funny","Recommended","24.7 hrs on record","Posted: November 19, 2016
												>Start game with paranoid mechanic and car nut surgeon
>Raid yall-mart, get food and gas
>uneventful few days
>Surgeon dies, paranoid guy (me) uses as distraction and escapes
>Guy with horns shouts at me
>I offer him a bag of chips
>He spits pixie dust on me
>My skin is red and I get a Devil spear
>Keep driving, confused
>Run into crashed UFO where there is a CIA agent and an alien
>CIA agent gets killed by zombies, he isn't getting that raise.
>Aliens must taste good, Alien is devoured
>I poke zombies with my fork
>that fork is really poweful
>I make it to canda's border
>Make it to other side
>Nobody notices I am the devil
>Profit
10/10 would inhale pixie dust again"
"knuxtoast","31 products in account","Posted: February 15","2 of 3 people (67%) found this review helpful","Recommended","51.2 hrs on record","Posted: February 15
												Man, this is a fun game! 

It's got the right mood and the right style. It all fits together so well and it knows that it doesn't want to be taken too seriously. Its a great game if you want to play alone or with a friend. I also really like the character customization as well as the variety of other characters, traits, talents, and other things to spice up the game a bit.

There is one bit of criticism that I want to give. I kinda feel that the music can be a bit repetetive. I feel that adding a couple more tracks could really compliment with the replayability of the game and the desire of the people wanting those cheevos.

Despite that, I recommend this game. It's a great title if you want a quirky post-apocalyptic adventure."
"Zidago","473 products in account","Posted: July 22, 2016","46 of 56 people (82%) found this review helpful
2 people found this review funny","Recommended","10.1 hrs on record","Posted: July 22, 2016
												I kickstarted this game an age ago on a whim, when I got fed up with waiting for Project Zomboid which it has become synonymous for.
Today, I finally decide to give it a go only a few hours before launch.
My surprised was welcome, as this is really fun. 
Like a beat-em-up crossed with Oregon Trail (or Organ Trail) the amount of replayability that is in this game is astounding.

These types of proceedural generated games can live or die on their variety and this game has it in spades. I have played through only 10 games so far, all dying and have loved nearly every moment of it.
There are downsides such as the graphics which on a small budget is understandable.
Also the music is grating at times, with the main theme chiptune track being the worst offender.
And be prepared to have this game crash often.

Pros
+The combat is simple but fun
+The stats for characters add a nice mechanic
+Has heaps of replayability
+Unique characters and scenes are great
+Good dev that is active on the forum and listens

Cons
-Crashes
-Very simple pixel graphics
-Music is hit and miss"
"The Dinkster","123 products in account","Posted: November 13, 2016","1 person found this review helpful","Recommended","11.5 hrs on record","Posted: November 13, 2016
												The game crashed the the day before I got to canada during a siege and I lost my save because of the dumbass ""feature"" that deletes your save if you quit during a mission but overall it was a good game just get rid of that dumbass thing that deletes your save during a mission"
"Buhadog (GAMINGsi)","502 products in account","Posted: August 11, 2016","21 of 22 people (95%) found this review helpful
1 person found this review funny","Recommended","8.5 hrs on record","Posted: August 11, 2016
									Product received for free

												Ah yes, yet another zombie game. The brainless corpses are being featured in more and more games, to the point where there isn't much freshness left. So... does this Death Road to Canada manage to bring a new spin on the walking dead? Surprisingly, yes. 

The playstyle is nothing new and will be imediately fammiliar to every Oregon Trail (and Organ Trail) fan. You control a group of survivers on their way to Canada, where everything is better... well at least people aren't being eaten alive (and even if they are - free healthcare!) The story is not that complicated and very barebone. All you have to know is that the world is populated by zombies and that Canada is 15 driving days away. 

You start out with two survivers, which you can freely customize. There is quite a lot of different options and everybody can make something to suit their needs. If you're feeling up to it, you can also try rare character mode, where most of the companions you encounter are replaced with people with all sort of special abilities. I'm 8 hours into the game and I'm still often running into new companions, so there is quite a decent variety there. Once you've selected the options you like, you can hit start and be off on your journey.

Every character has different attributes, which aren't visible imediately. Instead, you discover them over time by performing different tasks that require that perticular skill. Another thing you have to keep track of are supplies. You have to gather food, fuel, meds and three types of ammo. If you run out of any of the first two, you're basicly screwed since morale also plays a big part in the game.

There are two parts to the game. The first one is presented by different encounters, where you get to pick what you want to do in a specific situation. Attributes play a huge rule here, as they can be the difference between loosing half of your supplies and beating the bandits in a flexing competition. There are quite a lot of different random events and while you can evade sometimes prevent the negative outcome, this isn't always the case. This means you can sometimes loose a big hunk of supplies (expecialy if you run out of fuel) and even members of the group, which can get quite annoying. Sure, a bit of randomness is welcome, however to much of it can make you feel salty when everything goes to hell.

The second part of the game consists of exploring of areas, populated by zombies. These include different types of missions, such as sieges and scavenging missions, to name a few. They get harder and harder over time and the same holds for the number of zombies, which can sometimes reach over 100 corpses at a time. This means that sometimes it's better to avoid them instead of trying to kill them, since they just keep on coming. Fortunately, there is quite a lot of different weapons and this does help to keep things interesting. 

From the graphics standpoint, the game looks decent but nothing special. The pixelated graphics do help it run smoothly even on older systems and integrated graphic cards, which is a big plus if your computer is a bit outdated. 
Another thing I'd point out is the soundtrack. Some of the reviewers stated that they got annoyed by it after a couple of hours, but I'm still loving it - It just fits so well. 

Conclusion:
Initialy, I've had a bit of a hard time deciding wheather I should recommend Death Road to Canada or not. Mostly because it isn't that cheap (you could argue 15$ is cheap) and there is a lot of randomness that can often screw you over. In the end however, I've decided to put my recommendation on it. I've had quite a lot of fun playing and every run I made seemed unique. While I still haven't managed to finish the game on normal mode, I've still had my share of fun. You know what they say - Sometimes the journey is more important than the destination. 

Final Rating: 7.8/10"
"Waffle Masta","75 products in account","Posted: February 4","3 of 5 people (60%) found this review helpful
7 people found this review funny","Recommended","139.8 hrs on record","Posted: February 4
												I found a horse on the road.

  abondend everybody else.

made it to canada with the horse.


11/10 IGN will horse again"
"Lime","100 products in account","Posted: October 27, 2016","1 of 2 people (50%) found this review helpful","Recommended","8.8 hrs on record","Posted: October 27, 2016
												This is one of the best games ive ever played very hard game i still cant believe i made it canada"
"dannyboy","32 products in account","Posted: November 14, 2016","2 of 3 people (67%) found this review helpful
1 person found this review funny","Recommended","16.2 hrs on record","Posted: November 14, 2016
												hard as balls but fun"
"ADVENT Murder","93 products in account","Posted: November 24, 2016","0 of 1 people (0%) found this review helpful
1 person found this review funny","Recommended","32.5 hrs on record","Posted: November 24, 2016
												Told A Swole Dude to COOL IT 10/10"
"rjderouin","148 products in account","Posted: September 8, 2016","0 of 1 people (0%) found this review helpful","Recommended","1.6 hrs on record","Posted: September 8, 2016
												Awesome, tons of fun, would recommend."
"TheBurritoBandito","166 products in account","Posted: February 5","16 of 19 people (84%) found this review helpful
37 people found this review funny","Recommended","4.5 hrs on record","Posted: February 5
												My party died execpt for the dog, the dog DROVE AWAY. I never want to play anything else ever."
"Cinnamon Ghoul","1,023 products in account","Posted: July 25, 2016","6 of 7 people (86%) found this review helpful
3 people found this review funny","Recommended","15.9 hrs on record","Posted: July 25, 2016
									Product received for free

												Although there have been other games that throw Oregon Trail’s ideas into a zombie apocalypse, like some of the best roguelikes (Dungeons of Dredmor being another), Death Road balances its difficulty with a ton of humor and a lighthearted soundtrack. Whenever you lose a party member to zombie death or an unlucky bee sting, there’s some gag or funny line there to break the tension. 

In one playthrough, I:

Rode across the apocalypse in an ice cream truck
Lifted barbells in a zombie-filled gym, boosting my strength
Tore through the undead with a mop
Declined to purchase anime
Was attacked by ants in my sleep
Befriended an Elvis doppelgänger
Was ambushed by a ranting old man who, despite not looking dangerous, killed me

I also love that you can create and save custom characters—I re-created the duo from Zombies Ate My Neighbors."
"ThomasTsZ","132 products in account","Posted: July 30, 2016","0 of 1 people (0%) found this review helpful","Recommended","2.3 hrs on record","Posted: July 30, 2016
												1000 ways to die in the Zombieland"
"Swarley","273 products in account","Posted: January 12","1 person found this review helpful
1 person found this review funny","Recommended","9.2 hrs on record","Posted: January 12
												Day One: me and my buddy are getting in my dads hatch back on our way to canada
Day Two: we raided a Yall-Mart found some food 30 gas and a handful of bullets
Day Three: found a dog walking down the sidewalk and my buddy fed him treats  now the dog loves him
Day Four: we decided to sleep in a building because aparently our car isnt an option ohh what a suprise its on fire
Day Five: another Yall-Mart raid
Day Six: the dog died   R.I.P patrice the dog day 3 - day 6
Day Seven: a random bandit tried to steal all our food we ran and got hurt
Day Eight: ohh look another ♥♥♥♥ing Yall-Mart
Day Nine: The Car ran outa gas
Day Ten: SIEGE  my buddy died during the siege
Day Eleven: another house fire
Day Twelve: a bandit raided and stole what ammo i had left  im not even looting anymore just leaving and hoping
Day Thirteen: just two more days to canada lets hope things pick up from there
Day Fourteen: i stubbed my toe on a rock and died"
